"Patch","Lat","Lon","AREA","Road","X","Y"
"509",60.21,20.09,6025.228133,1,117.46943271,6694.9538518
"510",60.21,20.09,916.1670712,1,117.50444699,6695.0462925
"511",60.21,20.09,20389.76234,1,117.28380162,6695.017536
"514",60.24,19.76,1804.043821,1,99.381222863,6699.8440071
"515",60.23,19.76,190.2245546,1,99.544201399,6699.4209558
"516",60.24,19.78,184.6787256,1,100.55741326,6699.7293223
"517",60.23,19.76,412.9126929,1,99.59520102,6699.2388845
"518",60.22,20.19,470.4909402,1,123.12686241,6695.5675555
"519",NA,NA,NA,0,NA,NA
"520",NA,NA,884.8174429,0,97.073355002,6699.7338266
"521",60.24,19.7,91.73034182,1,96.609865666,6700.5240631
"522",60.24,19.7,219.6286985,1,96.568396842,6700.6025901
"523",60.24,19.7,207.0181455,0,96.530955819,6700.9644877
"525",60.24,19.71,197.995137,1,96.731679149,6700.6099294
"526",60.24,19.71,373.506502,1,96.680088432,6700.5497277
"527",60.23,19.71,476.2491089,1,96.797009953,6699.346156
"529",60.24,19.75,4309.923495,1,98.792122218,6700.0628317
"530",60.23,19.7,647.8586392,0,96.360922929,6699.4894456
"531",60.24,19.68,255.4415606,1,95.37035123,6700.2379767
"532",60.24,19.69,103.4599103,0,95.593122036,6700.4174995
"533",60.23,19.69,378.858822,1,95.522925546,6699.8071593
"534",60.23,19.69,160.3773867,0,95.557248499,6699.942922
"535",60.23,19.69,1461.097295,1,95.650598613,6699.5173528
"536",60.22,19.68,7075.205097,1,95.228403936,6698.903413
"537",60.22,19.68,1040.012718,1,94.82291046,6698.1556781
"538",60.17,19.52,485.8268067,1,85.601418069,6694.3009016
"539",60.17,19.52,1227.559663,1,85.689719976,6694.2494704
"540",60.17,19.53,276.1825908,1,86.309858238,6693.6480448
"541",60.23,19.69,126.0968075,1,95.38740522,6699.3475653
"542",60.21,19.67,4071.503244,1,94.442268561,6697.6905273
"544",60.2,19.67,1227.772421,1,94.002806577,6696.6802726
"545",NA,NA,52.06537039,0,NA,NA
"546",60.2,19.66,4269.797652,1,93.550082647,6696.8444581
"547",60.2,19.66,78.78937133,1,93.486264089,6696.6181753
"548",60.21,19.66,10803.03289,1,93.835901105,6697.1116574
"549",60.21,19.66,78.52226478,1,93.527725968,6697.3767269
"550",60.21,19.66,1457.625766,1,93.495631387,6697.4666629
"551",NA,NA,984.2951048,1,NA,NA
"552",60.2,19.62,1168.552701,1,91.11514184,6696.3311326
"554",60.21,19.62,778.3020177,1,91.584692418,6697.9640725
"555",60.18,19.6,6591.379241,1,89.961761616,6694.6667779
"556",60.18,19.59,3589.293996,1,89.704627144,6694.9996707
"557",60.19,19.59,2922.401316,1,89.63694939,6695.1053413
"558",60.19,19.59,2191.540168,1,89.640359684,6695.1838745
"560",60.21,19.56,3941.065132,1,88.123589431,6697.6376723
"561",60.19,19.59,985.9891482,1,89.798366713,6695.6786205
"564",60.23,20.2,681.4885124,0,123.91704001,6696.3892796
"566",60.28,19.6,4448.124496,1,91.441100354,6705.9722796
"567",60.29,19.6,5716.336912,1,91.379686604,6706.3349575
"568",60.29,19.59,2898.929009,1,91.011316791,6706.6214152
"569",60.24,19.59,195.174893,0,90.471515714,6701.1253449
"570",60.24,19.59,260.3301846,1,90.438650066,6700.6635807
"571",60.24,19.6,255.0148753,1,90.5309139,6700.970188
"572",60.23,19.59,213.644869,1,90.134334376,6700.4277698
"573",60.23,19.59,1314.507993,1,90.039955978,6700.2572556
"575",60.23,19.58,3913.688686,1,89.605883486,6699.7797872
"576",60.23,19.59,25393.32514,1,90.281492332,6699.7542246
"578",60.21,19.61,10324.48536,1,91.11920511,6698.2203688
"579",NA,NA,744.2789621,0,NA,NA
"580",60.22,19.61,4405.036523,1,91.062686805,6698.628134
"581",60.24,19.63,1238.304619,1,92.709211046,6701.4500735
"582",60.24,19.64,1355.558413,1,92.992797381,6701.1909648
"584",60.22,19.6,497.012956,1,90.626676757,6698.664534
"585",60.22,19.61,5609.998391,1,90.812523415,6698.3695573
"586",60.21,19.6,1600.422549,1,90.725603857,6698.0421242
"587",60.21,19.6,2449.196178,0,90.657338988,6698.0147611
"588",60.21,19.6,874.5791096,0,90.584111402,6697.9180821
"589",60.19,19.59,1571.700628,1,89.595199288,6695.9629867
"592",60.23,20.12,8104.843344,1,119.60218584,6696.9260573
"594",60.22,19.56,1241.567377,1,88.530164977,6699.3835872
"595",60.24,19.54,1060.724453,1,87.384477114,6701.6759371
"596",NA,NA,NA,0,NA,NA
"597",60.21,19.58,376.3486754,1,89.529159118,6697.8316667
"598",60.21,19.58,701.5642976,1,89.324921199,6698.2517412
"599",60.21,19.58,131.8152397,1,89.150893697,6698.2742323
"600",NA,NA,263.9593089,1,89.181052988,6698.3996415
"601",60.22,19.57,5797.375874,1,89.040847865,6699.0663189
"602",60.22,19.57,298.5537691,0,89.11823516,6698.9580286
"605",60.22,19.58,175.2099327,0,89.348061508,6699.2770285
"606",60.22,19.57,1366.429453,1,89.039051671,6699.188316
"607",60.22,19.57,2601.108946,1,88.633067241,6698.8574105
"608",60.22,19.54,202.1773909,1,87.405617868,6699.2633089
"609",60.22,19.54,22430.29786,1,87.263199175,6699.1332824
"610",60.22,19.54,9725.850341,1,87.518980404,6699.3565724
"611",60.37,19.87,628.0995325,0,107.32726697,6714.1139939
"613",60.24,20.2,65.56978764,0,NA,NA
"614",60.38,19.86,1717.245166,1,107.08285545,6714.7726023
"615",60.37,19.87,441.3902616,0,107.4443581,6714.2507429
"617",60.38,19.86,43.84442055,1,106.99007636,6714.7241124
"618",60.36,19.86,677.5318984,1,106.7578306,6713.2029612
"619",60.37,19.86,1683.055893,1,106.80408826,6713.6083794
"621",60.37,19.86,199.5379247,0,106.61683772,6714.1831788
"622",60.37,19.9,609.3354033,1,108.9404894,6713.9250061
"623",60.37,19.9,221.2935956,1,108.9136543,6714.2355645
"624",60.37,19.9,193.378089,1,108.98338167,6713.9537648
"625",NA,NA,118.5655181,0,NA,NA
"626",60.37,19.9,631.7713914,1,109.04164815,6713.642369
"627",60.36,19.9,62.62711318,1,109.00375666,6713.0285859
"628",60.3,19.89,102040.446,1,107.69102013,6706.3310579
"629",60.3,19.89,17772.89505,1,107.36763143,6706.382762
"630",60.29,19.87,12165.19134,1,106.28634761,6704.7991168
"631",60.3,19.88,4777.523152,1,106.79426796,6705.6465645
"633",60.3,19.88,1600.281559,0,107.10031724,6706.069626
"634",60.3,19.88,427.7106178,1,107.178699,6706.09399
"635",60.31,19.87,2471.094472,1,106.40061091,6707.6972016
"636",60.32,19.86,1724.973358,1,106.3335138,6708.5246903
"637",60.32,19.86,273.7790283,1,106.09131384,6708.401038
"638",NA,NA,NA,0,NA,NA
"639",60.3,19.91,6186.42481,1,108.51955142,6705.6569679
"640",60.38,19.91,248.734128,0,109.75412858,6714.3126377
"641",60.37,19.93,290.9529135,0,110.5244468,6713.6652078
"642",60.34,19.9,1227.110152,0,108.69159253,6710.3071033
"643",NA,NA,NA,0,NA,NA
"644",60.35,19.91,1671.439195,1,109.14568545,6711.4532972
"645",60.34,19.92,12841.90907,1,109.90619377,6710.7958303
"646",60.34,19.93,470.81372,1,110.03933192,6710.5537136
"647",60.34,19.93,722.1943552,1,110.16630922,6710.5129142
"648",60.34,19.93,2608.544157,1,110.13219687,6710.401403
"649",60.34,19.93,1363.243695,1,110.01381175,6710.2632096
"650",60.34,19.93,10592.18593,1,110.21701637,6710.0779605
"651",60.33,19.93,3343.260143,1,109.90888406,6709.536881
"652",60.32,19.93,1460.641476,1,109.68413296,6707.5736985
"653",60.33,19.91,10505.50951,1,108.93218519,6709.6974967
"654",60.33,19.91,466.430374,0,108.98343376,6709.4978101
"655",60.33,19.91,296.9118749,1,108.87351989,6709.4183163
"656",60.33,19.91,1487.288862,1,109.08952178,6709.3140389
"657",60.3,19.91,1349.961024,0,108.36154704,6705.6600738
"659",60.3,19.9,1121.017627,1,108.2124266,6706.3572188
"660",60.31,19.9,10513.71263,1,108.37993916,6707.5929249
"661",60.32,19.91,9247.713478,1,108.8701815,6708.2962922
"662",60.31,19.94,395.4370896,1,110.34857898,6707.015051
"663",60.25,19.89,1077.692346,1,106.82956025,6700.4182823
"664",60.25,19.88,137.2162038,1,106.57561472,6700.2684578
"665",60.24,19.88,274.8812363,1,106.36491571,6699.7441241
"666",60.23,19.86,3782.31623,1,104.80136649,6698.2742922
"669",60.24,20.2,365.2950407,0,NA,NA
"672",60.23,19.86,3632.686573,0,104.88185805,6698.5319548
"673",60.23,19.86,671.4761013,1,104.93340639,6698.5483643
"674",60.23,19.86,581.7625714,1,104.89223079,6698.3503294
"675",60.23,19.86,1550.218427,1,104.95247641,6698.7034992
"676",60.23,19.85,1688.777501,1,104.73733609,6698.9211588
"677",NA,NA,NA,0,NA,NA
"678",60.23,19.85,56.36786745,0,NA,NA
"679",60.23,19.85,770.1907804,0,104.61023029,6698.8423667
"680",60.23,19.85,1142.071569,1,104.39146918,6698.9875145
"681",60.23,19.86,487.0141556,1,105.08674823,6698.920583
"682",60.24,19.86,974.4987052,1,104.99145811,6699.3039349
"683",60.24,19.85,202.7256351,1,104.62155225,6699.2847487
"686",60.23,19.83,502.1300392,1,NA,NA
"687",60.24,19.85,2295.581841,1,104.36351466,6699.3981546
"688",60.3,19.83,27127.42391,1,104.51859582,6706.7796772
"689",60.27,20.15,26719.74181,1,121.34651004,6700.6284495
"690",60.31,19.83,1205.960324,1,104.37221736,6707.1764698
"691",60.31,19.83,329.6923592,1,104.32635503,6707.1337992
"692",60.31,19.83,557.773246,1,104.39899841,6706.9628197
"693",60.31,19.84,1932.445109,1,104.79794238,6707.0838489
"695",60.31,19.84,704.6408807,1,104.67411352,6706.8928353
"696",60.3,19.83,1534.077814,1,104.47727307,6706.5238508
"697",60.28,19.83,4855.612821,1,104.02250878,6704.0210205
"700",60.24,19.82,566.1143903,1,102.848548,6699.3261315
"701",60.24,19.81,96.37898333,1,102.4935498,6699.3416963
"702",60.23,19.81,5197.039096,1,102.27545589,6698.8359005
"703",60.26,20.15,15123.0624,1,121.5248532,6700.3647922
"704",NA,NA,NA,0,NA,NA
"705",60.26,20.18,3625.636685,1,122.8196951,6700.4006449
"706",60.26,20.18,9412.64925,1,122.7958962,6699.8992817
"707",60.26,20.18,2793.843194,1,122.92943469,6700.0186479
"708",60.26,20.17,1018.599028,1,122.6238507,6699.6654781
"709",60.26,20.17,36.14855805,1,122.50692757,6699.6195065
"710",60.26,20.17,1616.9744,1,122.48630935,6699.5751486
"711",60.26,20.18,1078.976988,1,123.19022113,6699.6946726
"712",60.26,20.19,14837.48241,1,123.46486044,6699.7215823
"713",60.26,20.19,2404.968019,1,123.41447436,6700.2122705
"714",60.26,20.18,149.9146587,1,123.36136938,6700.3621703
"715",60.26,20.19,572.3733932,0,123.48898426,6700.173279
"716",60.26,20.19,254.806984,1,123.48864159,6700.2749487
"717",60.29,20.19,70.50766924,1,123.67153277,6703.0174319
"718",60.26,20.19,11985.35331,1,123.4426396,6699.4372307
"719",NA,NA,NA,0,NA,NA
"721",60.26,20.2,1329.875247,1,123.95579681,6699.2478801
"722",60.25,20.21,9162.430595,1,124.81016846,6698.937749
"724",60.24,20.18,303.9986912,0,122.70340001,6697.2652542
"726",60.25,20.22,1909.257406,0,125.21983457,6698.9528238
"727",60.25,20.22,118.282777,1,125.25626974,6698.6092871
"728",60.25,20.23,568.4978949,1,125.37449088,6698.1522434
"729",60.25,20.23,8499.993266,1,125.62744222,6698.8601691
"730",60.26,20.23,14762.55598,1,125.65785943,6699.0842879
"732",60.25,20.23,1256.102383,1,125.79061686,6698.1326062
"733",60.26,20.22,47938.43493,1,125.10425083,6699.2572971
"734",60.28,20.24,11533.57833,1,126.28462806,6701.2476755
"735",60.28,20.24,1257.111642,1,126.29286982,6701.3984878
"736",60.27,20.24,547.1478978,1,126.59605852,6700.329483
"737",60.34,20.37,180.6171733,0,134.54845988,6707.899187
"738",NA,NA,NA,0,NA,NA
"739",60.34,20.35,1373.019775,1,133.59891565,6708.1488041
"740",60.34,20.31,4540.229196,1,131.0166374,6707.9335607
"742",NA,NA,12287.90556,1,133.81463277,6707.6923986
"743",NA,NA,2372.251725,0,133.63139894,6707.6409004
"744",60.23,20.08,780.0000917,1,117.35222512,6697.3344383
"745",60.23,20.09,525.7654947,1,117.81554841,6697.2543605
"746",60.2,19.89,1154.967792,1,106.5155628,6695.2298519
"747",60.21,19.89,1823.267513,1,106.26129634,6696.3603358
"749",60.21,19.89,210.5022112,0,106.27773989,6695.9736837
"750",60.21,19.89,1474.304335,0,106.35928946,6695.9986777
"751",60.21,19.88,578.2519747,1,105.97027746,6695.9136809
"752",60.21,19.88,241.9963504,1,105.95597944,6695.8217561
"753",60.21,19.88,53.40745995,0,106.00007238,6696.0500102
"754",60.21,19.88,313.965669,0,105.95647311,6696.0514193
"755",60.21,19.88,230.1735646,1,106.00721611,6696.0008035
"756",60.21,19.88,889.7657818,1,106.06387158,6696.0702577
"757",60.21,19.88,546.2413897,1,105.95710625,6696.2171575
"758",60.27,20.06,1092.557877,1,116.77688234,6701.9790408
"759",60.21,19.88,611.3015869,1,105.7238445,6696.0331142
"760",60.21,19.88,490.8364289,1,105.70667745,6696.098554
"761",60.21,19.88,383.0540911,0,105.71228931,6695.7929646
"762",60.21,19.87,6018.811676,1,105.48628907,6695.770258
"763",60.21,19.87,21.46575361,0,105.54436065,6695.9072608
"764",60.2,19.86,840.5342659,1,104.49370465,6695.6268796
"765",60.2,19.88,46.74300621,1,105.67914587,6694.975367
"766",60.21,19.87,113.9726091,0,105.32342978,6696.0313458
"767",60.21,19.87,53.18764603,0,105.24915734,6695.9433303
"768",60.21,19.87,670.6382913,0,105.51720077,6696.2397467
"769",60.21,19.87,386.6985938,0,105.10305395,6696.3219879
"770",NA,NA,NA,0,NA,NA
"771",60.22,19.86,5639.130819,1,104.85185863,6696.8045036
"772",60.21,19.86,2329.716189,1,104.74364248,6696.7494005
"773",60.3,20.08,789.703414,1,118.15924256,6704.8879101
"774",60.22,19.85,296.043248,1,104.31127043,6697.2472445
"776",60.18,19.83,2734.051277,1,102.69126124,6693.2577396
"777",60.19,19.83,1126.065429,1,102.93835457,6693.7224473
"778",60.19,19.83,1302.343913,1,102.84429469,6693.7838281
"780",60.19,19.84,734.9788453,0,103.33154337,6693.7798077
"781",60.19,19.81,306.122234,1,102.01394355,6694.7932974
"782",60.19,19.81,178.3041444,1,101.79039681,6694.8146476
"783",NA,NA,NA,0,NA,NA
"784",60.19,19.81,499.0998291,1,102.07228336,6694.4553024
"785",60.18,19.81,8532.029152,1,101.71550912,6693.5660893
"790",60.19,19.81,249.4801068,0,101.73575174,6694.6481256
"791",60.22,19.71,541.3354462,1,96.627900658,6698.0527399
"792",60.22,19.72,986.1371628,1,97.061145936,6697.9221079
"793",60.19,19.8,278.0234356,1,101.23214712,6694.535179
"794",60.19,19.8,46.65501208,0,101.27915483,6694.6534044
"795",60.19,19.8,608.3302237,1,101.27686782,6694.3568036
"796",60.19,19.8,433.695826,1,101.23038187,6694.2895868
"797",60.19,19.8,457.9493773,1,101.24398079,6694.0313857
"798",60.19,19.8,147.8525614,0,101.4594439,6693.9486374
"799",60.19,19.8,80.30278416,0,101.46420427,6693.9035794
"800",60.19,19.8,848.9895546,0,101.36024918,6694.1647399
"801",60.19,19.8,50.98104539,1,101.25086708,6693.8486056
"802",60.19,19.81,112.6930191,0,101.50214497,6693.7916083
"803",NA,NA,203.9129631,0,NA,NA
"804",60.19,19.79,319.1824266,0,100.86641058,6694.0278661
"805",60.18,19.79,29.52806848,1,100.76284011,6693.0999252
"806",60.19,19.78,353.6071569,1,100.17734443,6694.2012961
"807",60.23,19.76,2621.692025,1,99.623802656,6698.9122703
"810",60.23,19.78,247.5779941,1,100.75044825,6698.5540237
"811",60.23,19.78,1044.47721,1,100.58704803,6698.3699149
"812",NA,NA,8267.946723,1,NA,NA
"813",60.22,19.76,938.5139277,1,99.534189636,6698.1656975
"814",NA,NA,51.82945775,0,NA,NA
"815",60.22,19.78,7457.507658,1,100.44075231,6697.9083602
"816",60.22,19.78,499.0255214,1,100.51400895,6697.781385
"817",60.22,19.77,2345.41493,1,100.22983224,6697.9359673
"818",60.22,19.78,1289.408431,1,100.26247796,6697.7115595
"819",60.21,19.77,587.9618999,1,100.01118621,6696.1722048
"820",60.2,19.78,143.0498625,1,100.12711275,6695.5692099
"821",60.19,19.78,831.5421028,1,100.44641518,6694.9506792
"822",60.2,19.79,589.6134154,1,100.8811069,6694.9737426
"823",60.2,19.79,1907.294353,1,101.02640008,6694.9917901
"824",NA,NA,NA,0,NA,NA
"825",NA,NA,NA,0,NA,NA
"826",60.19,19.81,457.3473426,1,101.7012006,6694.7897401
"827",60.19,19.79,1162.397724,1,100.57013857,6694.8667889
"828",60.2,19.77,116.7628993,1,99.710136891,6695.981023
"829",60.2,19.74,365.7762747,1,97.811160793,6696.0648896
"831",60.1,19.89,613.7536304,1,105.03133121,6684.2564185
"832",60.11,19.89,2967.265149,1,105.27200032,6684.4942656
"833",60.11,19.9,1504.872498,1,105.80522757,6684.5179089
"834",60.11,20,402.6520842,1,111.4293286,6684.2599355
"835",NA,NA,NA,0,NA,NA
"836",60.11,20.01,212.4171758,1,111.60736249,6683.854433
"837",60.12,20.04,220.088782,1,113.91427032,6685.6107548
"838",60.11,20.03,3938.41049,1,113.07471777,6683.6945798
"839",60.11,20.02,46.39953246,0,112.34456803,6684.1749498
"840",60.11,20.02,535.7127926,0,112.19882468,6684.3682637
"841",60.11,20.02,1073.781471,0,112.21860909,6684.4388199
"842",NA,NA,NA,0,NA,NA
"843",60.11,20.02,228.0941186,1,112.56259923,6684.4808319
"844",60.23,19.99,1335.915903,1,112.27224245,6698.0878044
"845",60.24,19.99,3928.369886,1,112.23817306,6698.219974
"846",60.23,19.98,411.8639065,1,NA,NA
"847",NA,NA,5271.941252,1,NA,NA
"848",60.28,20.11,4662.012454,1,119.53745432,6702.6558894
"849",60.23,20,80.15360319,1,112.60132915,6697.8348361
"850",60.23,20,941.9994494,1,112.5327307,6697.7293464
"851",60.19,20.01,14205.76256,1,112.95938429,6693.6110365
"852",60.2,19.94,2956.728061,1,108.77758008,6694.2255547
"853",60.2,19.94,7223.608027,1,108.96474842,6694.2105507
"854",60.19,19.94,1311.526527,0,109.1150099,6693.6221968
"855",60.19,19.94,331.5221782,1,108.9036293,6694.0258664
"856",60.2,19.96,1287.611649,1,110.02288526,6694.4778616
"857",60.18,19.95,1887.076266,1,109.5116104,6692.691475
"858",60.11,20.01,2741.674931,1,111.80718542,6684.3598258
"859",60.11,20.01,1482.280929,0,111.84001482,6684.4418657
"860",60.11,20.01,795.9092343,1,111.74523899,6684.5010673
"861",60.11,20.01,4411.960845,1,111.77697428,6684.6757781
"862",60.11,20.02,62.13322624,0,112.73588829,6684.6796419
"863",60.12,20.02,2413.680227,0,112.58911763,6684.7758773
"864",60.18,19.98,2182.090345,1,111.23280448,6691.8354082
"865",60.12,20.01,2001.497396,1,111.81281458,6685.2910749
"866",60.12,20,919.1919908,1,111.3936344,6685.1164818
"867",60.12,20.01,609.5645888,1,112.04261825,6685.659954
"868",60.12,20.01,1236.950557,1,112.02161935,6685.576043
"869",60.12,20.01,9678.927055,1,111.98323695,6685.4112624
"870",60.12,20.01,3612.579438,1,111.85553894,6685.2128977
"871",60.12,20.02,2502.405696,1,112.8161197,6685.1630534
"872",60.12,20.02,883.5587565,0,112.55326688,6685.1969077
"873",60.12,20.02,233.6551094,0,112.45314083,6685.225031
"874",60.12,20.01,614.8262816,1,112.22582572,6685.2080825
"875",60.13,19.99,2271.494675,1,110.87501903,6686.8129276
"876",60.13,19.98,2803.384512,1,110.71403924,6687.0689698
"877",60.14,19.98,2028.826758,1,110.5967862,6687.2209936
"878",60.29,20.13,2539.813661,1,120.64634538,6703.0668609
"879",60.13,19.98,1137.067448,1,110.2226599,6686.2653326
"880",60.12,19.99,418.6702323,1,110.74955804,6685.5575919
"881",NA,NA,NA,0,NA,NA
"882",60.13,19.97,132.9813667,0,NA,NA
"883",60.14,19.95,463.6811955,0,NA,NA
"884",60.18,20.01,757.1302254,1,112.79528306,6691.9407581
"885",60.17,20.02,7382.883525,1,112.89491638,6690.45457
"886",60.16,20,722.5639449,0,111.64009149,6689.4339381
"887",60.29,20.13,1865.719156,1,120.59735006,6703.1680497
"888",60.14,19.98,457.8379031,1,110.35797136,6687.4693878
"889",60.11,20.51,567.9883005,1,139.45668426,6680.9042351
"890",60.3,20.13,709.9808453,0,120.53031457,6704.5555686
"891",60.11,20.51,137.6521699,1,139.62091141,6680.8737049
"892",NA,NA,NA,0,NA,NA
"893",60.11,20.51,782.7060051,1,139.77038732,6680.917338
"894",60.1,20.51,410.9191833,1,139.24289796,6680.5567485
"895",NA,NA,NA,0,NA,NA
"896",60.1,20.51,258.7561795,1,139.40069291,6680.5039984
"897",60.1,20.52,1704.530556,1,139.85663071,6680.7287694
"898",60.1,20.51,470.2439383,0,139.595184,6680.5252804
"900",NA,NA,NA,0,NA,NA
"902",60.1,20.55,18523.04793,1,141.60371468,6679.6732689
"903",60.1,20.54,2447.416178,1,141.16754603,6679.8283139
"904",60.1,20.54,1166.217595,1,141.11552095,6679.6903508
"905",60.1,20.53,119.4133168,1,140.69477174,6680.0631215
"906",60.09,20.48,112.0465413,1,137.70783343,6679.3096867
"907",60.09,20.53,1634.081672,1,140.28486935,6679.4162482
"908",60.09,20.52,323.231124,1,140.09330604,6679.0509755
"909",60.04,20.51,742.5671877,1,138.63822913,6673.5710565
"910",NA,NA,NA,0,NA,NA
"911",NA,NA,1831.560357,1,141.88610214,6672.8488675
"912",NA,NA,1172.834998,1,141.34006333,6672.8158903
"913",NA,NA,1815.693941,1,127.81499688,6670.2422607
"914",NA,NA,NA,0,127.75011772,6669.627698
"915",NA,NA,NA,0,128.05999442,6669.4277798
"916",NA,NA,NA,0,128.60977224,6669.7276624
"917",NA,NA,291.2223616,1,129.78104012,6672.1701224
"918",NA,NA,1804.436948,1,129.10673926,6671.7037915
"919",NA,NA,293.1585196,1,128.84723634,6671.5534782
"920",NA,NA,1482.16576,0,128.73165864,6671.7260809
"921",NA,NA,132.1484239,1,133.87138803,6670.5521423
"922",NA,NA,242.6219727,1,133.61154775,6670.6554008
"923",NA,NA,210.7868526,0,133.55439532,6670.5710501
"924",NA,NA,69.68320635,1,130.45652068,6670.9046051
"925",NA,NA,NA,0,NA,NA
"926",NA,NA,2525.806759,0,133.7256009,6670.9872052
"927",60.03,20.4,41.90110074,1,132.63872211,6672.9652498
"928",60.03,20.4,1248.216641,1,132.42899899,6673.6001659
"929",60.04,20.41,234.8441843,1,133.32748298,6674.5349491
"930",NA,NA,499.3930499,0,135.53962927,6674.5007306
